,compound_id,docking_score,rdkit_smiles,rank
65360,CPD002394745,-4.371,Cc1ccc(N2CC(C(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)CC2=O)cc1,65352.5
35399,CPD000066438,-5.185,Cc1nnc(SCC(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)n(N)c1=O,35407.5
79801,CPD002427975,-3.524,CC(C)(C)C1CCCCC1NCc1cccc(C#N)c1,79800.5
14552,CPD002426774,-5.923,CC(NC(=O)CCSc1nc2ccccc2s1)c1ccc(F)cc1F,14557.0
47222,CPD000514242,-4.878,CC(=O)Nc1cccc(-c2nc3ccccc3o2)c1,47231.5
28174,CPD002397402,-5.394,CCCn1c(=O)[nH]c(=O)c2c1nc(CCc1ccccc1)c(=O)n2CCOC,28164.5
45294,CPD002439617,-4.926,COc1ccc(OC)c(-c2cc3ccc(OS(C)(=O)=O)cc3oc2=O)c1,45279.5
32828,CPD002368631,-5.256,O=C1CCCc2cc(S(=O)(=O)NCC3CCC(C(=O)NCCc4ccccc4)CC3)ccc2N1,32826.5
25347,CPD000067617,-5.483,COc1cc(-c2nnc(CSc3nnc4nc(C)cc(C)n34)o2)cc(OC)c1OC,25358.0
48340,CPD002428716,-4.85,N#Cc1cccc(COC(=O)c2ccc(N3CCOCC3)nc2)c1,48339.0
46018,CPD002417648,-4.908,COc1ccc(-c2nc(C)c(-c3ccccc3)s2)cc1,46022.0
74968,CPD002439373,-3.956,O=C(/C=C/c1ccccc1Cl)Nc1ccccc1C(F)(F)F,74973.0
50658,CPD000073711,-4.79,O=C(c1ccco1)N1CCN(S(=O)(=O)c2ccc(Br)s2)CC1,50647.5
53410,CPD002367401,-4.718,COc1ccc(C)cc1Nc1nc(N)c(C(=O)c2ccc(C)cc2C)s1,53402.0
22209,CPD002489656,-5.596,CCOc1ccc(-c2nc(CSc3nc4c(=O)[nH]cnc4n3C)c(C)o2)cc1OC,22211.0
29279,CPD002444324,-5.361,O=C(OCCc1ccccc1)c1cccc([N+](=O)[O-])c1,29278.0
46444,CPD002365857,-4.897,Cc1ccc(NC(=O)c2ccc3c(Cl)c4c(nc3c2)CCCC4)cc1F,46448.5
10960,CPD000370970,-6.151,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,10956.5
25650,CPD002456301,-5.473,COc1ccc(-c2cc(C(=O)N3CCCC3)c3ccccc3n2)c(OC)c1,25650.0
49,CPD000650178,-9.991,O=C(COc1ccc2cc(-c3ccccc3)c(=O)oc2c1)NCC1CCC(C(=O)O)CC1,50.0
23558,CPD002438445,-5.547,Cc1oc2cc(O)ccc2c(=O)c1-c1nc2ccccc2s1,23549.5
61720,CPD002488404,-4.484,COc1ccc(Nc2nc(N3CCN(c4ccccc4)CC3)c3cnn(C)c3n2)c(OC)c1,61718.5
38449,CPD002404663,-5.105,Cn1nc(C(=O)N2CCCC2c2ccc3c(c2)OCCCO3)c2ccccc2c1=O,38441.5
80526,CPD000227040,-3.409,CC(C(=O)N1CCOCC1)N1C(=O)C2C3CC(C(Br)C3Br)C2C1=O,80524.0
74792,CPD002433268,-3.968,COCCN(CCOC)Cc1cccc2ccccc12,74786.0
82660,CPD002415978,-2.538,O=C(CC1CCCC1)NCCCNC(=O)CC1CCCC1,82659.5
77673,CPD000812157,-3.756,COc1ccc(OC)c(S(=O)(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)c1,77671.5
32147,CPD000672603,-5.274,Cc1cccc(NC(=O)c2ccc3nccnc3c2)n1,32154.0
7959,CPD000424837,-6.438,O=C(COc1ccc2ccc(=O)oc2c1)c1ccccc1,7957.5
26800,CPD000498559,-5.436,CCNS(=O)(=O)c1ccc(CCC(=O)N2CCN(c3ccccc3F)CC2)cc1,26804.5
29196,CPD001243529,-5.363,CN(Cc1ccccc1)C(=O)COC(=O)c1c[nH]c2ccccc12,29201.5
6750,CPD002371345,-6.607,O=C(NCCc1nc2ccccc2[nH]1)c1ccc(N2CCCN(Cc3ccccc3)C2=O)cc1,6753.0
45516,CPD002396729,-4.92,CCC(C)NC(=O)CSc1cc(C)c2ccccc2n1,45530.5
44624,CPD002438961,-4.942,OC(CC#CN1CCCCC1)(c1ccccc1)C1CCCC1,44615.5
47598,CPD002486951,-4.869,CCC1(c2ccc(NC(=O)c3c(OC)cccc3OC)cc2)CCC(=O)N=C1O,47606.0
70856,CPD002485639,-4.165,Cn1c(NC2CCCC2)nc2c1c(=O)n(Cc1ccc(Cl)cc1)c(=O)n2C,70863.0
19854,CPD002407033,-5.684,CC(=O)NCCNC(=O)c1cn(Cc2ccccc2)c2ccccc12,19862.5
47793,CPD002485046,-4.865,O=C(Nc1ccc2c(c1)C(=O)c1ccccc1-2)c1ccc2c(c1)OCO2,47777.0
31295,CPD002154419,-5.299,Cc1nn(Cc2ccc(Cl)cc2)c(C)c1NS(=O)(=O)c1c(C)nn(C(F)F)c1C,31292.5
72559,CPD002408823,-4.086,CCCCn1nnnc1CN1CCCC1c1ccc2c(c1)OCCO2,72564.5
45980,CPD000811000,-4.909,O=C(CSc1nc(=O)n2cc(Cl)ccc2n1)Nc1ccc2c(c1)OCCO2,45981.5
38049,CPD002434024,-5.115,CCOC(=O)c1cc(-c2ccc(OC)cc2)nc2ccccc12,38035.5
52904,CPD002393660,-4.731,CCCCn1nc(C(=O)Nc2cccc(C)c2C)c2ccccc2c1=O,52907.0
1621,CPD002407546,-8.382,O=C(O)COc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2)cc1,1622.5
15835,CPD002410476,-5.861,CCNC(=O)NC(=O)COC(=O)c1cc(-c2ccco2)nc2ccccc12,15843.5
37489,CPD002489328,-5.129,COc1ccc(-n2cnc3c2N=C(O)CC3c2cccnc2)cc1,37491.5
49041,CPD002444634,-4.832,Cc1ccc(CCC(=O)NC2CC3CCC2C3)cc1,49039.5
69601,CPD000647973,-4.216,COc1ccc(OC)c(-c2[nH]c(C(=O)NCCCN3CCOCC3)cc3c4ccccc4nc2-3)c1,69601.0
43816,CPD001607065,-4.962,CCOc1ccc2c(c1)cc(C(=O)Nc1ccc(F)cc1)n2C,43825.0
77205,CPD002485833,-3.798,Cc1ccc(S(=O)(=O)N(Cc2cc3cccc(C)c3[nH]c2=O)CC2CCCO2)cc1,77204.5
7401,CPD002490197,-6.512,Cn1c(CN2CCN(c3ccc(NS(C)(=O)=O)cc3Cl)CC2)nc2ccccc21,7404.5
71657,CPD002417775,-4.129,COc1cccc(/C=C(/C#N)C(=O)c2c(Cl)cccc2Cl)c1OC,71661.0
79825,CPD002444359,-3.52,C=CCOc1ccccc1N,79825.0
54460,CPD002489417,-4.689,Cc1n[nH]c(-n2ccc3nc4ccn(C5CCCCCC5)c(=O)c4cc3c2=O)n1,54468.0
15949,CPD001347144,-5.856,O=C(CSc1nccn1Cc1ccc2c(c1)OCO2)Nc1nccs1,15955.0
7427,CPD000048459,-6.509,CCc1cc2c(CN3CCN(CC)CC3)cc(=O)oc2cc1O,7428.5
23289,CPD002365559,-5.556,Cc1ccc2[nH]c(/C(C#N)=C/c3cccc(O)c3)nc2c1,23288.5
35938,CPD002487682,-5.17,COCCNC(=O)c1nc(-c2ccc3cc[nH]c3c2)no1,35940.0
82642,CPD002335733,-2.557,COC(=O)c1cc(S(=O)(=O)N(C)CC(=O)N2CCN(c3ccc(Cl)cc3)CC2)cn1C,82641.5
82985,CPD002433688,-2.022,CCNC(=O)NC(=O)C(C)N(C)CCC(=O)NC,82985.5
69212,CPD002394580,-4.233,CC(C)CCn1nc(C(=O)Nc2ccccc2C(C)(C)C)c2ccccc2c1=O,69202.0
67716,CPD002428069,-4.289,Nc1nccnc1C(=O)NCCCc1ccccc1,67715.5
1708,CPD000150190,-8.344,O=C(O)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1,1709.0
68210,CPD002394161,-4.27,COc1ccc(NC(=O)COC(=O)c2nn(C)c(=O)c3ccccc23)cc1,68200.0
18353,CPD002442236,-5.746,COc1ccccc1Oc1coc2cc(OS(C)(=O)=O)ccc2c1=O,18361.0
66455,CPD002401009,-4.335,CC(NC(=O)c1cccc(S(=O)(=O)N(C)C)c1)c1cc2ccccc2o1,66447.5
13365,CPD002411986,-5.991,CC(C)C(Sc1nnc(-c2ccccc2)o1)C(=O)NCc1cccnc1,13359.5
38196,CPD002433168,-5.111,CCCC(C)N(C)CC(=O)NC1(C#N)CCCCCC1,38197.5
35420,CPD002394060,-5.185,COc1ccc(NC(=O)c2nn(C)c(=O)c3ccccc23)cc1OC,35407.5
53983,CPD002455889,-4.703,Cc1ccc2oc(-c3cc(NC(=O)c4ccccc4C)ccc3[O-])[nH+]c2c1,53989.0
35314,CPD002418525,-5.187,CC(C)(C)c1ccc(NC(=O)COc2ccccc2C#N)cc1,35327.0
1712,CPD002399004,-8.342,Cc1ccc(C(=O)OCC(=O)Nc2cccc(N3CCCC3=O)c2)c(O)c1,1712.5
41703,CPD002364318,-5.018,CCCCc1ccc(-c2ccc(C#N)cc2)nc1,41710.0
49236,CPD002402436,-4.827,Cc1cc(=O)oc2cc(NC(=O)Cc3ccc(Cl)c(Cl)c3)ccc12,49243.5
41289,CPD002439642,-5.029,COc1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)ccc1OC(C)C,41291.0
65039,CPD001238480,-4.381,CC(C)Cn1c(N)c(C(=O)COC(=O)CCc2nc(O)c3ccccc3n2)c(=O)n(C)c1=O,65028.0
27099,CPD000154236,-5.428,Cc1cc(C(=O)CSc2nnc(N)s2)c(C)n1-c1c(C)n(C)n(-c2ccccc2)c1=O,27084.0
27479,CPD002454310,-5.415,CN(C)CCCNC(=O)COc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1,27485.0
31249,CPD002409265,-5.3,CC(C)C(CNC(=O)Cc1n[nH]c(=O)c2ccccc12)N1CCOCC1,31263.5
47295,CPD002300106,-4.876,COCCN1CCCN(C(=O)c2cc(-c3ccc(F)cc3)[nH]n2)CC1,47306.5
55517,CPD002396761,-4.66,c1ccc2c(-c3csc(NC4CC4)n3)c[nH]c2c1,55511.5
59193,CPD002453389,-4.556,CCOC(=O)c1cc(NCc2ccccc2)ccc1N1CCOCC1,59206.5
68342,CPD002402691,-4.264,O=C(CCc1ncc(-c2c(F)cccc2F)o1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,68352.5
6845,CPD002402169,-6.593,CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)Cc1csc(-c2ccccc2Cl)n1,6843.0
34361,CPD002408485,-5.212,CCC1CCCCN1C(=O)c1cn(C)c2ccccc12,34379.0
57729,CPD002455390,-4.598,CC(O)CNc1nc2c(c(=O)n(Cc3ccccc3Cl)c(=O)n2C)n1C,57724.0
44412,CPD002443863,-4.947,Cc1c(Cl)cccc1NC(=S)NCCc1cccs1,44429.5
37603,CPD001239188,-5.126,CC(C)(C)NC(=O)NC(=O)COC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1,37597.5
62932,CPD002403321,-4.448,CCOc1ccc(NC(=O)c2sc(-c3ccco3)nc2-c2ccccc2)cc1OC,62919.5
43251,CPD002364528,-4.978,CSc1ccc(/C=C2\SC(=Nc3ccccc3)N(c3ccccc3)C2=O)cc1,43251.0
40111,CPD002404284,-5.059,Cc1ccc(C(=O)NCC(=O)N(C)Cc2ccc(-c3ccc(Br)cc3)o2)cc1,40128.0
46038,CPD002436065,-4.908,CCOC(=O)C1=C(CN2CCc3ccccc3C2)NC(=O)NC1c1ccc(CC)cc1,46022.0
55023,CPD001388088,-4.674,CCCn1nc(C(=O)NN2C(=O)NC3(CCCCC3)C2=O)c2ccccc2c1=O,55026.0
14218,CPD002455498,-5.942,CC(=O)NC1=NN2C(=NC(c3ccccc3)=CC2c2ccccc2)N1,14221.0
20588,CPD000844347,-5.657,Cc1cc(-n2c(C)cc(C(=O)CSc3nnc(C(C)Oc4ccccc4F)o3)c2C)no1,20586.5
81838,CPD002401171,-3.059,CCN(CC)S(=O)(=O)c1ccc(S(=O)(=O)N2CCCC2c2cccn2C)cc1,81837.5
25594,CPD002456204,-5.475,CCn1ccc(C(=O)Nn2c(C)nc3sc4c(c3c2=O)CCC(C)C4)n1,25591.0
13256,CPD002452897,-5.997,O=C(c1csc(Nc2ccc(Cl)c(Cl)c2)n1)N1CCc2ccccc2C1,13258.5
73505,CPD002498467,-4.039,Cc1scc(C(=O)NNC(S)=NC(C)C)c1C,73504.5
50956,CPD000591350,-4.782,NC(=O)C1CCN(CC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)CC1,50958.5
37173,CPD002410605,-5.137,CC(=O)Nc1cc(F)c(F)cc1NC(=O)c1cc2ccccc2oc1=O,37167.5
20630,CPD002402224,-5.655,CCn1ncc2c(C(=O)Nc3cccc(OC)c3)cc(-c3cccs3)nc21,20632.0
38857,CPD001380105,-5.094,Cc1ccc2c(c1)N(CC(=O)c1cn(C)c3ccccc13)C(=O)CO2,38859.5
15333,CPD000093848,-5.885,CCOC(=O)CN1CC23C=CC(O2)C(C(=O)Nc2ccc(OC)cc2OC)C3C1=O,15324.5
35786,CPD002403726,-5.175,Cc1ccc(NC(=O)c2nn(C)c(=O)c3ccccc23)c(O)c1,35775.0
60078,CPD002433184,-4.532,Fc1cccc(CN(Cc2ccco2)C2CCCC2)c1,60069.5
81599,CPD002431057,-3.149,CC(C)(C)C(=O)NCCCC(=O)NCCc1cccs1,81600.0
51480,CPD002441767,-4.769,O=C(OCC(F)(F)F)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,51466.0
82273,CPD000622542,-2.847,CCC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)N3CCN(c4ccccc4)CC3)ccc21,82274.0
70821,CPD002406309,-4.167,CCN1CCN(c2ccccc2NC(=O)c2ccc(NC(=O)c3ccco3)s2)CC1,70819.5
22622,CPD002438767,-5.58,S=C(NCc1ccccc1)C12CC3CCC(CC(C3)C1)C2,22633.5
32970,CPD002444171,-5.252,C=CC#CC[N+](C)(C)CC#Cc1cccc2ccccc12,32985.5
64632,CPD002401959,-4.394,O=C(CN1CCCC1c1ccc2c(c1)OCCCO2)Nc1c(Cl)cccc1C(F)(F)F,64638.0
74323,CPD002428250,-3.995,CC1CCC(NC(=O)c2cc(-c3ccncc3)nc3ccccc23)CC1,74320.5
2971,CPD002401007,-7.821,Cn1c(=O)[nH]c(=O)c2c1nc(Nc1cccc(Cl)c1Cl)n2CC(=O)O,2973.0
662,CPD002441940,-8.962,CC(CCc1ccccc1)NCc1ccc(C(=O)O)cc1,663.5
49271,CPD002375102,-4.826,Cc1ccc(-n2ccc(=O)c(C(=O)Nc3cc(C(F)(F)F)ccc3Cl)n2)cc1,49284.5
16606,CPD000068201,-5.826,CCCn1c(N)c(C(c2ccc(C(=O)OC)cc2)N2CCN(c3ccccc3)CC2)c(=O)[nH]c1=O,16607.0
59560,CPD002393691,-4.546,O=C(COc1ccccc1)Nc1nn2cc(-c3ccccc3)nc2s1,59578.0
25434,CPD002432938,-5.481,CC1CC1c1ccc(CNCc2ccco2)o1,25421.0
68298,CPD002394627,-4.266,CCN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)c1nn(CC(C)C)c(=O)c2ccccc12,68306.0
21882,CPD001244157,-5.608,O=C(c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1)N1CCN(c2ncccn2)CC1,21883.0
73633,CPD002429814,-4.032,CC(C)CN(C)C(=O)/C=C/c1ccc(-c2ccccc2)s1,73638.0
12724,CPD000124454,-6.029,Cc1cc(C)nc(Nc2ncc(O)n2-c2ccccc2)n1,12731.0
70835,CPD000498271,-4.166,O=C(c1ccccc1)N1CCN(CCc2ccccc2)CC1,70842.5
50799,CPD002489781,-4.786,Cc1nc2ncnn2c(N2CCCCCC2)c1Cc1ccccc1,50814.5
30863,CPD000127910,-5.312,O=C(c1ccc(Br)o1)N1CCN(c2ccc3nnc(-c4ccc(F)cc4)n3n2)CC1,30852.0
271,CPD000001949,-9.349,Cc1nnc(NC(=O)CSc2nnc(CCc3nc4ccccc4[nH]3)n2C)s1,272.0
62322,CPD002500310,-4.466,CCOC(=O)NCc1ccc(OC)cc1,62325.0
73494,CPD002365071,-4.039,CCOC(=O)C1=C(N)OC(C)=C(C(=O)OC(C)C)C12C(=O)Nc1ccc(Br)cc12,73504.5
18887,CPD000248212,-5.722,CC(=O)Nc1ccc(S(=O)(=O)NCC(=O)OCC(=O)NC(=O)C2CCCCC2)cc1,18902.0
61021,CPD001849704,-4.504,CCCN(Cc1nnc(-c2ccccc2Cl)o1)C(=O)c1ccc(C#N)cc1,61025.0
38894,CPD002370572,-5.093,O=C(CSc1nnc2ccc(-c3cccs3)nn12)N1CCN(c2ccccc2)CC1,38896.0
67880,CPD002455585,-4.283,C=CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1CCC(C)C,67882.0
70602,CPD002430530,-4.176,O=C(NC1CCN(Cc2ccc(F)cc2)CC1)c1cccs1,70596.5
11217,CPD000613151,-6.132,O=C(CCNS(=O)(=O)c1ccc(Cl)cc1)N1CCN(c2ccccn2)CC1,11209.5
73117,CPD000376668,-4.059,COc1ccccc1NC(=O)CN(Cc1ccco1)C(=O)c1cncc(Br)c1,73115.0
45066,CPD002487079,-4.931,CC(Cc1c[nH]c2ccccc12)NC(=O)CCNc1nc(Cl)nc2nc[nH]c12,45064.0
41966,CPD002441772,-5.012,COc1cccc(C(C)=NNC(=O)C2CC2)c1,41951.0
39743,CPD002398952,-5.069,O=C1CCCN1c1cccc(-c2csc(-c3ccsc3)n2)c1,39750.5
81988,CPD002399234,-2.998,CN(C)c1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)C1CCN(c2ccc(C#N)cn2)CC1,81988.0
10326,CPD002371333,-6.201,Cc1ccccc1CN1CCCN(c2ccc(C(=O)NCCc3nc4ccccc4[nH]3)cc2)C1=O,10329.5
60287,CPD002370332,-4.525,CCC(Sc1nnc2c(=O)n(-c3cccc(OC)c3)ccn12)C(=O)Nc1c(C)cccc1C,60288.5
39990,CPD002367844,-5.063,O=C(Nc1ccc(Br)cc1F)N1Cc2cccn2-c2ccccc21,39980.5
75676,CPD002416708,-3.91,CC(Cl)C(=O)NC(=O)NC(C)(C)C,75684.5
19746,CPD002404348,-5.689,CCC(C)c1ccc(-c2csc(NC(=O)C3CCN(C(=O)c4ccoc4)CC3)n2)cc1,19754.0
55581,CPD002435659,-4.658,Cc1ccc(-n2nnc(C(=O)NC(C)C)c2C)cc1Cl,55587.0
31146,CPD000623201,-5.303,Cc1cccc(-c2nc(C[S+]([O-])CC(=O)N3CCN(c4ccccc4)CC3)c(C)o2)c1,31151.5
33978,CPD000227767,-5.223,COc1ccc(C=NNC(=O)c2ccc(Br)o2)cc1Cn1cc([N+](=O)[O-])cn1,33983.0
45208,CPD000080715,-4.928,Cc1c(C(=O)NC2=NCCS2)oc2ccccc12,45196.0
15971,CPD001941058,-5.855,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,15978.0
19405,CPD000269517,-5.703,CC(=O)Nc1cccc(NC(=O)CSc2nc3ccccc3o2)c1,19404.5
8239,CPD002487795,-6.402,COc1ccc(CNC(=O)c2nc(-c3ccc4cc[nH]c4c3)no2)cc1OC,8245.0
54268,CPD002410761,-4.695,CCCS(=O)(=O)N1CCCC1C(=O)NC1CCCC1,54272.0
46311,CPD002402339,-4.901,CCC1CCC2(CC1)NC(=O)N(Cc1coc(-c3cccs3)n1)C2=O,46314.5
7099,CPD002405477,-6.553,CC(NCCC(=O)N1CCN(c2ncccn2)CC1)c1ccc(Cl)cc1Cl,7096.0
20513,CPD002442194,-5.66,CCc1ccc(-c2csc(/C(C#N)=C/Nc3ccccc3C(C)C)n2)cc1,20504.5
44602,CPD002433780,-4.942,Clc1ccccc1CNCCN1CCCC1,44615.5
59386,CPD002372101,-4.551,CCOC(=O)c1ccccc1NC(=O)CSc1ncnc2c(-c3ccccc3)c[nH]c12,59382.5
60007,CPD002427945,-4.534,CCC(=O)NCCc1cccc2cccnc12,59999.0
61347,CPD002436001,-4.495,O=C(CSc1nc2ccsc2c(=O)n1-c1ccccc1)NC1CCCC1,61336.5
28551,CPD002188398,-5.382,CCN(Cc1ccco1)C(=O)c1cc2cc(F)ccc2[nH]1,28558.0
5537,CPD002396347,-6.841,CC(C)(C)C(=O)NCc1ccc(-c2csc(NC3CC3)n2)s1,5537.0
20214,CPD002442972,-5.67,CSc1ccccc1C(=O)NC(c1ccccc1)c1ccccc1,20204.5
35716,CPD002405050,-5.177,CNC(=O)c1nn(CC(=O)Nc2ccc(OC)cc2OC)c(=O)c2ccccc12,35706.0
17628,CPD002444716,-5.779,CCC(c1ccc(C(C)=O)cc1)C(CC)c1ccc(C(C)=O)cc1,17621.0
3543,CPD002410037,-7.561,O=C(O)c1nnn(-c2ccc(Br)cc2)c1C(F)(F)F,3543.0
6396,CPD002393132,-6.667,COc1ccc(OCCOC(=O)c2cc(C)nc3ccccc23)cc1,6396.0
36925,CPD002399829,-5.143,COc1ccc(NC(=O)c2nc(C)n(-c3ccc(F)cc3)n2)c(OC)c1,36935.0
29307,CPD002413139,-5.36,C/C(=N/Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(Cl)cc1Cl,29312.5
48446,CPD001390018,-4.847,CC(c1cc2ccccc2o1)N(C)S(=O)(=O)c1cccs1,48445.5
81291,CPD002406845,-3.239,CCCCN(C(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3)c1ccccc1,81291.5
2457,CPD002484071,-8.038,Cc1ccc(-c2cc(C(=O)[O-])c3ccccc3n2)o1,2458.0
12861,CPD002407756,-6.021,Cc1oc(-c2ccccc2)nc1Cn1ncc2ccccc2c1=O,12861.0
19011,CPD002499752,-5.718,Nc1ccc(C(=O)NCc2cccnc2)cc1,19011.0
80815,CPD000370803,-3.347,CC(OC(=O)C1=COCCO1)C(=O)Nc1cc(S(=O)(=O)N2CCCCC2)ccc1Cl,80817.5
37318,CPD002444136,-5.133,O=C(NC1CCCCC1)/C(=C/c1ccco1)c1ccccc1,37329.5
79388,CPD002399383,-3.577,CCOc1ccccc1-c1nnc(SCC(=O)Nc2ccc3c(c2)OC2(CCCCC2)O3)o1,79383.0
12338,CPD000652491,-6.054,CCc1cc(=O)oc2cc(C)cc(OCC(=O)NCCN3CCOCC3)c12,12337.0
34362,CPD002404125,-5.212,COc1ccccc1OCC(=O)Nc1ccc2c(=O)c3cccc(Cl)c3oc2c1,34379.0
16866,CPD002444061,-5.814,N#C/C(=C\C1CC=CCC1)C(=O)NCc1ccccc1,16860.0
31461,CPD002417896,-5.294,Cc1nc(-c2ccc(CCNC(=O)c3nccnc3N)s2)cs1,31451.5
75981,CPD001244139,-3.889,Cc1ccc(NC(=O)CNc2ccccc2N2CCCC2=O)cc1S(=O)(=O)N1CCOCC1,75984.5
59403,CPD002455618,-4.55,Cn1c(=O)c2c(nc(N3CCOCC3)n2CC(O)COc2ccc(Cl)cc2)n(C)c1=O,59419.0
5157,CPD002406231,-6.946,CN(CCOc1ccc(F)cc1)c1nc(-c2cccnc2)nc2ccccc12,5156.5
34391,CPD002485872,-5.212,COc1ccc(-c2nc3c(c(SCC(=O)Nc4ccc(OC)cc4OC)n2)COC(C)(C)C3)cc1,34379.0
7079,CPD002418121,-6.556,O=C(CN1CCN(C2CCS(=O)(=O)C2)CC1)N1CC=C(c2ccccc2)CC1,7079.5
80140,CPD000365120,-3.475,CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2nc3nc(C)cc(C)n3n2)cc1,80140.0
33009,CPD002365971,-5.251,COc1cccc(-c2noc(-c3ccc(Br)cc3)n2)c1,33019.0
39343,CPD000280812,-5.081,Cc1cc(Cc2ccccc2)c(C)cn1,39347.5
58023,CPD002486263,-4.59,COc1ccc(C(=O)Nc2ccc3oc(-c4ccncc4)nc3c2)c(OC)c1,58031.0
29156,CPD002415737,-5.364,CC1=CC(=NN=C(S)Nc2cc(C)ccc2C)CC1,29168.5
36205,CPD002396266,-5.162,CC(C)Cn1nc(C(=O)N2CCCC2c2ccc3c(c2)OCCCO3)c2ccccc2c1=O,36203.0
57084,CPD002455301,-4.616,Brc1ccc(-c2cn3c4ccccc4nc3n2CCCN2CCCC2)cc1,57099.0
12976,CPD002418780,-6.014,Cc1c(C(=O)OCc2ccc(C#N)cc2)oc2ccccc12,12968.5
7442,CPD002410683,-6.507,Cc1ccc(-c2cnc(CCC(=O)NC(C)c3ccco3)o2)cc1,7444.5
69528,CPD002431240,-4.219,COCc1ccccc1CNC(=O)c1nccnc1N,69530.0
34040,CPD002242813,-5.222,CN1C(=O)COc2ccc(NC(=O)C(=O)NC3CCCC3)cc21,34023.5
63230,CPD002395703,-4.438,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(OCCC(C)C)cc1,63222.0
69146,CPD000650858,-4.235,COc1cccc(NC(=O)Cn2cnc3c(oc4nc5c(cc43)CCCC5)c2=O)c1,69145.5
19418,CPD000342477,-5.702,Cc1cc(=O)oc2cc(OCC(=O)OCC(=O)N(C)C3CCS(=O)(=O)C3)ccc12,19426.0
52426,CPD002438623,-4.744,Cc1ccc(S(=O)(=O)Oc2ccc3c(c2)O/C(=C\c2cccc(C)c2)C3=O)cc1,52414.5
71612,CPD002418072,-4.131,CSc1ccc(NC(=O)c2ccc3c(c2)NC(=O)CCS3)cc1,71616.0
20170,CPD002399047,-5.671,Nc1nc(COc2ccccc2C(=O)NCc2ccccc2)nc(Nc2ccccc2)n1,20174.5
78948,CPD002406939,-3.628,CCC(C)NC(=O)CS(=O)(=O)Cc1cc(C)no1,78948.0
63092,CPD000002660,-4.443,CCCCn1c(SCc2nnc(-c3ccccc3)o2)nc2c1c(=O)n(C)c(=O)n2C,63085.5
12094,CPD002490232,-6.069,CC(Sc1ncnc2nc[nH]c12)C(=O)NCCc1ccc(Cl)cc1Cl,12092.0
67442,CPD002429691,-4.3,CC(NC(=O)C1CC1C)c1ccc2c(c1)CCCC2,67432.5
68777,CPD002455992,-4.248,COc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1CN1CCOCC1,68763.5
27184,CPD002485093,-5.425,COC(=O)c1c(C)sc2c1OC(N)=C(C#N)C21C(=O)N(Cc2ccccc2F)c2ccccc21,27182.0
20021,CPD002427647,-5.677,COc1cccc(C(=O)OCCOc2ccccc2Cl)c1O,20020.5
53253,CPD002376180,-4.722,CN1CCN(C(CNC(=O)c2cc(-c3ccccc3)on2)c2cccs2)CC1,53233.5
10317,CPD001540705,-6.202,COc1ccc(NC(=O)C2CC(=O)Nc3nc4ccccc4n32)c(OC)c1,10320.0
5052,CPD002399192,-6.976,O=C(NCCc1c[nH]c2ccccc12)c1ccc(Cl)cc1F,5052.0
59511,CPD002374404,-4.548,COc1ccccc1-c1c(C)nn2c(SCC(=O)NCc3ccc(C)cc3)cc(C)nc12,59497.5
7664,CPD002367394,-6.476,Cc1ccc(C(=O)c2sc(Nc3cccc(F)c3)nc2N)c(C)c1,7661.0
46925,CPD001626292,-4.886,COc1ccc(-c2nc(NCCN3CCCCC3C)c3ccccc3n2)cc1,46911.0
51949,CPD002367951,-4.757,Cn1c(=O)n(C)c2cc(SC3CCCCC3)c(NS(=O)(=O)c3cccc(Cl)c3)cc21,51958.5
77018,CPD002369503,-3.814,COc1ccc(CC(=O)Nc2ccc3c(c2)N(S(C)(=O)=O)CCC3)cc1,77010.0
28549,CPD002430964,-5.382,Cc1cc(C)c(CCNC(=O)NNc2nc(C)cc(C)n2)c(C)c1,28558.0
